"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"188",0,0,0,0,0,0,0,0,0,0
"189",1,0,1,1,0,1,0,0,1,0
"190",0,0,0,0,0,0,0,0,0,0
"191",0,0,0,0,0,0,0,0,0,1
"192",0,0,0,0,0,0,0,0,0,1
"193",0,0,0,0,0,0,0,0,0,0
"194",0,0,0,0,0,0,0,0,0,1
"195",2,0,0,2,0,2,0,0,4,1
"196",0,0,0,0,0,0,0,0,0,0
"197",2,1,0,2,1,1,1,1,1,1
"198",0,0,0,0,0,0,0,0,0,1
"199",0,0,0,0,0,0,0,0,0,1
"200",0,0,0,0,0,0,0,0,0,1
"201",0,0,0,0,0,0,0,0,0,0
"202",1,2,0,1,3,1,1,2,1,4
"203",1,0,0,1,0,0,0,0,1,0
"204",0,0,0,0,0,0,0,0,0,0
"205",2,0,0,2,0,2,0,0,4,1
"206",0,0,0,0,0,0,0,0,0,1
"207",2,0,0,2,0,2,0,0,4,1
"208",0,0,0,0,0,0,0,1,0,0
"209",0,0,0,0,0,0,0,0,0,1
"210",0,0,0,0,0,0,0,0,0,1
"211",2,0,0,2,0,2,0,0,4,1
"212",0,0,0,0,0,0,0,0,0,1
"213",0,0,0,0,0,0,0,0,0,0
"214",0,0,0,0,0,0,0,0,0,1
"215",0,1,0,1,0,1,0,2,1,1
"216",0,0,0,0,0,0,0,1,0,0
"217",0,0,0,0,0,0,0,0,0,0
"218",0,0,0,0,0,1,0,0,1,1
"219",0,0,0,0,0,0,0,0,0,1
"220",0,0,0,0,0,0,0,1,0,0
"221",1,0,0,1,1,0,0,2,1,3
"222",0,0,0,0,1,0,0,1,0,2
"223",0,0,0,0,0,0,0,0,0,1
"224",0,0,0,0,0,0,0,0,0,1
"225",0,0,0,0,0,0,0,0,0,1
"226",0,0,0,0,0,0,0,0,0,0
"227",0,0,0,0,0,0,0,0,0,1
"228",0,0,0,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0,0,0,0
"230",0,0,0,0,0,0,0,0,0,1
"231",0,0,0,0,0,0,0,0,0,1
"232",2,1,0,2,0,1,0,0,2,0
"233",1,0,1,1,0,1,0,3,1,0
"234",0,1,0,1,0,1,0,2,1,1
"235",0,0,0,0,0,0,0,0,0,1
"236",0,0,0,0,0,0,0,0,0,1
"237",2,0,0,2,0,2,0,0,4,1
"238",0,0,0,0,0,0,0,0,0,1
"239",0,0,0,0,0,0,0,0,0,0
"240",0,0,0,0,0,0,0,0,0,1
"241",0,0,0,0,0,0,0,0,0,1
"242",3,1,2,4,0,3,1,1,5,0
"243",0,0,0,0,0,0,0,0,0,1
"244",0,0,0,0,0,0,0,0,0,1
"245",0,1,0,0,1,0,1,1,0,1
"246",0,0,0,0,0,0,0,0,0,0
"247",2,1,0,3,0,1,0,0,3,0
"248",0,0,0,0,0,0,0,0,0,0
"249",0,0,0,0,0,1,0,0,1,0
"250",0,0,0,1,0,0,0,0,1,0
"251",0,1,0,1,0,0,0,0,1,0
"252",0,0,0,0,0,0,0,0,1,0
"253",0,0,0,0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0,0,0,1
"255",3,0,1,3,0,1,0,1,3,0
"256",1,0,1,2,0,2,0,1,2,1
"257",0,0,0,0,0,0,0,0,0,1
"258",0,0,0,0,0,0,0,1,0,0
"259",1,0,0,1,0,0,0,0,1,1
"260",0,0,0,0,0,0,0,0,0,1
"261",1,0,0,1,0,0,0,0,1,0
"262",0,0,0,0,0,0,0,0,0,0
"263",0,0,0,0,0,0,0,0,0,0
"264",2,0,1,2,0,2,0,4,3,2
"265",0,0,0,0,0,0,0,0,0,1
"266",0,0,0,0,0,0,0,1,0,0
"267",0,0,0,0,0,0,0,0,0,1
"268",0,0,0,1,0,2,0,0,2,0
"269",0,0,0,0,0,0,0,0,0,0
"270",2,0,0,2,0,2,0,0,4,1
"271",0,0,0,0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0,1,0,1
"273",0,0,0,0,0,0,0,0,0,1
"274",1,0,1,1,0,2,0,0,1,0
"275",1,0,0,1,0,1,1,1,2,1
